id,label,message,date
subject314,1,No se si alguien conoce ez band,2020-08-03 02:00:00
subject314,1,Me pone el hecho de que mi ex solo se acuerda de mi para tratarme mal,2020-08-03 02:02:00
subject314,1,Decirme que esta con alguien mejir,2020-08-03 02:02:00
subject314,1,Y decir que soy una enferma que solo ocupa un espacio,2020-08-03 02:03:00
subject314,1,Y creo que hasta tiene razon,2020-08-03 02:03:00
subject314,1,Hoy se lo dije y me dijo que deje de mentir,2020-08-03 02:04:00
subject314,1,Que eso ocaciono que el se cansara de mi,2020-08-03 02:04:00
subject314,1,Lo peor fue que me dijo te ezcribi solamente para saber si te enfermazte y eztas agonizando pero ni para eso sirve este virus,2020-08-03 02:05:00
subject314,1,Sabiendp que tengo serios problemas respiratorios,2020-08-03 02:06:00
subject314,1,Quisiera pero viste cuando queres demaciado a una persona,2020-08-03 02:06:00
subject314,1,Que siempre tenes esa esperanza que va a cambiar,2020-08-03 02:07:00
subject314,1,Que todo va a mejorar,2020-08-03 02:07:00
subject314,1,Pero conforme pasan los años sigue siendo hostil,2020-08-03 02:07:00
subject314,1,Y nunca pude rehacer mi vida,2020-08-03 02:07:00
subject314,1,Ppr que cada vez aue lo intentaba,2020-08-03 02:07:00
subject314,1,Yo estoy desde el celu,2020-08-03 02:36:00
subject314,1,Y0 me siento fea inutil y me lastime un par de veses ahora estaba curandome las heridas,2020-08-03 03:06:00
subject314,1,Si lo se eso es lo peor,2020-08-03 03:22:00
subject314,1,Buenas nocjes como dicen que estan,2020-08-03 05:09:00
subject314,1,Buenos dias a todo n . n,2020-08-03 13:51:00
subject314,1,Purga de quw purga hablan,2020-08-03 13:51:00
subject314,1,Me ocurre lo mismo justamente ayer estaba comentando lo que hizo mi ex lo extraño demaciado hemos ido y vuelto millones de veses,2020-08-03 13:52:00
subject314,1,Pero aun asi no hay cazo,2020-08-03 13:52:00
subject314,1,Buenas noches como estan todos bien,2020-08-04 02:07:00
subject314,1,Como estan todo bien,2020-08-06 04:39:00
subject314,1,Recien termine de hacer ejercicio pienso dedicarme media hora,2020-08-06 04:40:00
subject314,1,De ahora en mas,2020-08-06 04:40:00
subject314,1,Quiza pueda salir un poco de estos estado de trizteza constamtes,2020-08-06 04:40:00
subject314,1,Ustedes como estan como se encuentran,2020-08-06 04:41:00
subject314,1,Lo bueno es que tambien estoy trabajando,2020-08-06 04:42:00
subject314,1,Trabajo en una agencia d3 juegos,2020-08-06 04:49:00
subject314,1,Hay de todo y la gente te estresa demaciado,2020-08-06 04:49:00
subject314,1,Maso hoy empeze con una rutina de ejercicios durante media hora,2020-08-06 05:09:00
subject314,1,Tambien soy re buenos aires n . n,2020-08-07 23:52:00
subject314,1,Hay terapeutas gratuitos online has intentado comunicarte con alguno,2020-08-07 23:53:00
subject314,1,Yo lo he intentsdo al menos unas 3 veses,2020-08-08 00:35:00
subject314,1,Pero nunca logre reunir el valor necesario,2020-08-08 00:35:00
subject135,1,Para que generar más tristeza ? cara con ceja alzada,2021-04-12 01:08:00
subject135,1,No es por criticar pero no le puedo encontrar el sentido o más bien la moraleja,2021-04-12 01:21:00
subject135,1,Bueno ! supongo que debe ser eso,2021-04-12 01:32:00
subject135,1,Una vez traté de hacer un poema para demostrarle a la gente que podía hacerlo al final termine haciendo una criatura medio deforme,2021-04-12 01:34:00
subject135,1,"Hola gente , soy prácticamente nuevo qué cuentan ?",2021-04-12 03:21:00
subject135,1,Básicamente sí aunque de hecho es un poco más compleja mi situación,2021-04-12 03:23:00
subject135,1,Me diagnosticaron Asperger y bueno devido a los los problemas que conlleva esta condición no estoy muy feliz que se diga,2021-04-12 03:29:00
subject135,1,De hecho me uni a este grupo para conocer gente ya que recientemente me di cuenta de que he estado mucho tiempo encerrado en casa y como que e olvidado el mundo exterior,2021-04-12 03:32:00
subject135,1,El mayor problema se da a la hora de socializar,2021-04-12 03:32:00
subject135,1,Socializar y es mucho más que enviar mensajes es todo un tema,2021-04-12 03:35:00
subject135,1,Por ejemplo una de las características es que me cuesta entender el doble sentido o las indirectas,2021-04-12 03:39:00
subject135,1,Enviar mensajes es mas sencillo ya que no hay que analizar el lenguaje no verbal,2021-04-12 03:46:00
subject135,1,Pues sí ! Por cierto de que se habla generalmente por aquí ?,2021-04-12 03:49:00
subject135,1,Después de meses de no tratar con nadie fuera de casa ya no se de que hablar,2021-04-12 03:53:00
subject135,1,Tengo dificultades para concentrarme alguien sabe cómo superarlo ? cara neutral,2021-04-12 03:55:00
subject135,1,Pues vamos mal cara con el ceño fruncido,2021-04-12 04:03:00
subject135,1,Desgraciadamente sé que es difícil pero no puedo evitar hacerme ilusiones de que hay un camino fácil para superarlo,2021-04-12 04:12:00
subject135,1,Cuando era joven eso me trajo muchos problemas ahora quiero pensar que lo tengo un poco más dominado,2021-04-12 04:17:00
subject300,0,"Tengo 14 años , en esta corta edad que tengo e pasado por cosas que me han hecho madurar , y siempre me a gustado ayudar a personas que pasan por malos momentos , siempre me a gustado ayudar a las personas cuando ya no saben que hacer con sus vidas , a pesar de mi corta edad muchas personas me dicen que soy madura , entonces decidí que al salir de mi bachillerato voy a estudiar psicología para ayudar a las personas con sus problemas , y me metí en este grupo con el fin de poder ayudar a algunas personas que estén dejando sus problemas en este chat y poder aconsejarlos y hacerles ver el lado bonito de la vida .",2020-06-20 22:34:00
subject300,0,Gracias cara feliz con ojos sonrientes corazón rojo,2020-06-21 00:10:00
subject300,0,"El dinero nos ayuda a sobrevivir , pero no en todo lo que necesitamos , porque como necesitamos dinero también necesitamos algo de felicidad , que puede venir en una persona , en momentos compartidos con personas que amas , las personas que piensan que el dinero los va a ser feliz están equivocados .",2020-06-21 03:09:00
subject300,0,Pero cuando eres feo sabes que te buscan por tu corazón y si eres guapo no sabes si te buscan por tu corazón o por tu belleza,2020-06-21 22:37:00
subject300,0,"Solo relájate , no te tomes las cosas a pechos , se que es difícil no darle importancia a las cosas pero inténtalo , porque entre más importancia le das más piensas , busca cosas con que entretenerte y no pienses tanto , deja que fluyan solas las cosas .",2020-06-22 00:17:00
subject300,0,"Solo relájate , y intenta ser positivo , porque si ves negativas todas las cosas las buenas también las vas a ver difícil .",2020-06-22 00:17:00
subject300,0,"Relájate , que lastima lo de tu tia , pero tienes que ser fuerte , ella hubiera querido que fueras fuerte , tienes que tomarte las cosas suaves mientras más piensas más te dañas",2020-06-22 00:20:00
subject300,0,"Tienes que tomar las cosas con calma y poner cuidado con lo que haces , y intentarte concentrar en lo que haces , disfruta de todos los momentos si te caes levántate es difícil levantarse pero vale la pena .",2020-06-22 00:22:00
subject300,0,"Tienes que hacer tu propia dieta y y tambien hacer unos ejercicios caseros y intentar cumplirlo , porque si no lo cumples más te descarrilas .",2020-06-22 00:25:00
subject300,0,"Se que intentarlo es difícil , pero después de intentarlo y ver el resultado te vas a sentir bien .",2020-06-22 00:25:00
subject300,0,Y tu mamá no sabe nada de cómo te trata el,2020-06-22 00:34:00
subject300,0,"Primero recupera tu autoestima y tú fuerza y luego te enfrentas a ellos , porque si no vas seguro de ti ellos terminan ganando .",2020-06-22 00:35:00
subject300,0,"Ahmmyaa , me gustó lo que hacess .",2020-06-22 00:47:00
subject300,0,"Debe de ser difícil , pero te sacas un peso de encima creo .",2020-06-22 01:00:00
subject300,0,Yo bien y ustedes ?,2020-06-22 15:30:00
subject300,0,"Buenos diass , e estado aislada por mis tareas del liceo .",2020-06-25 14:29:00
subject300,0,Y cuando veo tengo muchísimos mensajes y me cuesta leerlos .,2020-06-25 14:29:00
subject300,0,Por lo poco que e leído están queriendo intentar suicidó .,2020-06-25 14:29:00
subject300,0,No sería muy lindo suicidarte porque cuando lo hagas estas dando a entender que fuistes un débil que no soporto las cargas de la vida .,2020-06-25 14:30:00
subject300,0,Cuantas personas no cargan con su vida y la de otros ? Muchas cierto .,2020-06-25 14:30:00
subject300,0,Y todavia están viviendo y luchando por salir adelante .,2020-06-25 14:31:00
subject300,0,No sería bonito que tú también lucharás y de esa contaste lucha con tu depresión tenga frutos .,2020-06-25 14:32:00
subject300,0,"Todos tenemos una razón para vivir , si la vida nos sigue dando vía tenemos que vivirla .",2020-06-25 14:33:00
subject300,0,Siempre tendremos una razón para vivir pero no la vemos .,2020-06-25 14:33:00
subject300,0,"Si lo sé , pero no tendríamos que hacer un esfuerzo por vivir la vida , aunque sea difícil de vivirla .",2020-06-25 14:36:00
subject300,0,"Si es su desicion , cerca de por aquí de mi casa se suicidó una niña de 14 años , la encontraron ahorcada en el baño",2020-06-25 14:38:00
subject300,0,"Eso es cierto , tendría que buscar otra forma , buscar algo entretenido porque eso te pone peor .",2020-06-25 14:39:00
subject300,0,No es muy buena idea eso te puede producir ansiedad .,2020-06-25 14:39:00
subject300,0,"Cuando uno ya piensa en el suicidó ya no piensa en los demás pero ponte a pensar solamente un segundo en las personas que les importas pero tu dices que tú no le importas cuando realmente si le importas , en el dolor que sentirán , piensa en la persona que te encuentre , eso será pesadilla tras pesadilla , osea si vas a suicidarte porque quieres dejarle un dolor tan grande a las personas de tu alrededor , si quieres morir hazlo tu sola no te lleves a nadie a ese hueco .",2020-06-25 14:44:00
subject300,0,Tengo un vídeo de un chamo que lo horcaron me lo pasaron hace poco no se si lo quieren ver .,2020-06-25 14:44:00
subject300,0,"Será dolorosa , porque cuando ya estás haciéndolo te arrepientes , aunque estés muy cansado o muy seguro de hacerlo , te arrepientes y no tienes vuelta atrás .",2020-06-25 14:46:00
subject300,0,"Por favor eso es un delito , le pueden revisar el telefono y lo consiguen los chats , están fritos .",2020-06-25 14:47:00
subject300,0,Por favor que piensas ?,2020-06-25 14:47:00
subject300,0,"Dolida , y quizás también le provoques la muerte a algunos .",2020-06-25 14:48:00
subject300,0,No entiendo explica un poco mejor .,2020-06-25 15:10:00
subject300,0,Es tu desicion lo que hacer .,2020-06-25 16:01:00
subject20,1,¿ Cómo conseguís controlar el no llorar sin motivo alguno ?,2021-08-02 11:12:00
subject20,1,Yo lo intento pero de momento no puedo y me duele mucho que las personas de alrededor lo vean,2021-08-02 11:14:00
subject20,1,"De momento , mi mujer me está ayudando muchísimo pero cuando me da por llorar , sin más , no lo puedo controlar . Es una cosa que me gustaría controlar y no hacerlo delante de ella para dar más preocupaciones . Toca tener paciencia y tiempo entonces .",2021-08-02 11:21:00
subject20,1,Amouse de esa forma lo único que haces es engañarte a ti mismo y joder tu salud . Tenemos que sacar fuerza interior para superar esto y seguir hacia delante aunque la cuesta sea pronunciada,2021-08-02 14:21:00
subject20,1,Ana Emilia a mí también me puedes pasar algún link ?,2021-08-02 15:25:00
subject20,1,"Desgraciadamente lloras sin ningún motivo , es difícil de entender pero es así . No se puede evitar",2021-08-02 18:24:00
subject20,1,A mí me gustaría no hacerlo o intentar controlarlo pero de momento no puedo,2021-08-02 18:25:00
subject20,1,"Cuando me pongo así , siento tristeza por no poder avanzar y preocupar a los míos . Llevo dos semanas",2021-08-02 18:28:00
subject20,1,"Realmente no sé qué me impide avanzar . Pasan los días y sigo con ganas de llorar . Lo mío creo que la presión ha podido conmigo . Unos niños activos que no paran , el estrés del trabajo duranto 3 años y más el año pasado con el confinamiento , el verme solo ya que las amistades hacen su marcha , examinarme para ascender y la compra de una propiedad que no estaba muy convencido pero mi mujer sí para que puedan disfrutar mis hijos",2021-08-02 18:37:00
subject20,1,El humor me ha cambiado y tengo menos paciencia . Me han dado una pastilla para dormir por las noches y pueda descansar,2021-08-02 18:53:00
subject20,1,Sí que fui al médico porque en vez de alegrarme en ascender y comprarme la propiedad fue al revés y todo lo veía negativo,2021-08-02 18:55:00
subject20,1,Me di cuenta que ya no podía más y necesitaba ayuda,2021-08-02 18:55:00
subject20,1,Desgraciadamente para que pueda hacer eso primero tengo que salir del hoyo en el que he caído,2021-08-02 19:06:00
subject20,1,"De momento no , pastillas para la depresión",2021-08-02 19:07:00
subject20,1,"Efectivamente , cuando tienes familia que depende de ti y el trabajo de tu mujer es de Lunes a Sábado poco tiempo tienes para tí y poder irte algún sitio para desconectar",2021-08-02 19:38:00
subject20,1,"Muchas gracias , no te preocupes no me ha molestado ningún comentario",2021-08-02 19:55:00
subject20,1,No te han recetado ningun tranquilizante cuando te sientes así ?,2021-08-03 17:40:00
subject20,1,"Xabi ¿ le has preguntado a tu mujer como está ella ? Puede que tb este inmersa en otra depresión y no sepa ayudarte . Os tenéis que apoyar el uno con el otro y sobretodo acudir a un profesional o ves al médico de cabecera para que te derive y empezar un tratamiento . De todo se sale , ten fuerza y paciencia y deshaogate aquí cuando lo necesites",2021-08-04 11:12:00
subject20,1,"Ves al médico para empezar un tratamiento cuanto antes y si puede que te derive a un psiquiatra . Cuánto más lo dejes es peor . Hazlo por tí y sobre todo por tus hijas . Tenemos que tirar hacia delante como sea , los que tenemos alrededor no tienen que sufrir lo que estamos sufriendo , aunque a veces sea inevitable",2021-08-04 11:16:00
subject20,1,Yo empecé a verlo y lo tuve que quitar,2021-08-04 11:34:00
subject20,1,"Hoy estoy algo mejor , la química va haciendo efecto , gracias . Lo que me sorprendió de lo poco que vi que en España 2 de cada 10 nos medicamos",2021-08-04 11:45:00
subject20,1,"Eso también me ha pasado a mí . Mis amigos han hecho su vida por el lado de sus mujeres , haciendo cada uno su marcha y la verdad que te planteas si uno mismo tiene la culpa de que ya no queden contigo",2021-08-05 12:18:00
subject20,1,"Eso es lo q me pasa a mi , siempre sacaba tiempo para poder con ellos , en cambio ellos ya solo tienen tiempo para quedar con los amigos de las mujeres y te hacen pensar que eres tú el culpable , que algo ven de tí que no quieren quedar . Por lo menos es mi impresión . Al principio te da igual pero cuando va pasando el tiempo afecta",2021-08-05 12:29:00
subject20,1,Desgraciadamente a mí me sigue afectando ya que dejas de tener tus amigos de la infancia en los que confiabas y has compartido tanto cosas buenas como malas . Te quedas sin amigos sin importarles a ellos una mierda ya que lo ven tan normal,2021-08-05 12:59:00
subject20,1,El problema es que me veo solo y no entiendo porque y eso me machaca,2021-08-05 13:07:00
subject20,1,"No te preocupes que no me ha molestado . Es una de las cosas qué debo de trabajar . Siempre me ha gustado juntarme con mis amigos , siempre era el que movía para hacer cosas y juntarnos y ahora ver qué ya no lo puedes hacer me cuesta asumirlo",2021-08-05 13:28:00
subject20,1,Eva por favor ! ! ! Con eso no consigues nada,2021-08-05 16:40:00
subject20,1,Deberías ir a urgencias y decir lo que te está pasando,2021-08-05 16:40:00
subject20,1,Que ganas con eso ? ? ? tener más sufrimiento . Coge fuerzas y acude a un centro de salud,2021-08-05 16:42:00
subject20,1,Bienvenida / o ¿ Cómo estás ?,2021-08-05 17:40:00
subject20,1,"Hoy bien , voy mejorando día a día , gracias",2021-08-05 17:44:00
subject20,1,Que rabia da el no poder controlar esta puta ansiedad y dar un chiscazo con los dedos y volver a estar bien ! ! !,2021-08-07 12:22:00
subject20,1,Quieres estar bien pero ves que enseguida te agobias y no puedes jugar con tus hijos como querrías,2021-08-07 12:31:00
subject20,1,manos aplaudiendo manos aplaudiendo manos aplaudiendo manos levantadas celebrando manos levantadas celebrando,2021-08-11 07:36:00
subject20,1,Eso lo tienes chupado para superarlo,2021-08-11 14:47:00
subject20,1,Cómo van todos ? ? Yo día a día me noto que voy mejorando aunque mi cuerpo sigue poniéndose nervioso,2021-08-11 15:53:00
subject20,1,¿ Cómo puedes estar así y aguantar sin hacer ningún tratamiento ? ¿ Nunca te has planteado hacer uno para tener una vida mejor ?,2021-08-12 07:35:00
subject20,1,Hola Kevin ¿ cómo conseguiste superarlo ? ¿ Nos puedes contar tu experiencia ?,2021-08-12 10:18:00
subject20,1,"Deberías probar , puede encontrar el motivo por el que te sientes así y buscarle una solución para que no sigas pensando así",2021-08-12 13:23:00
subject20,1,"Cómo van esos ánimos ? Van mejorando día a día ? . Yo poco a poco me voy si tiendo mejor , que ya estaba bien de estar mal . Espero que poco a poco vayan pasando los meses y este al 100 %",2021-09-19 12:56:00
subject20,1,"Hay que echarle mucha fuerza y seguir hacia delante . De todo se sale , mucha bíceps flexionado",2021-09-19 12:57:00
subject252,0,No no soy de España,2021-12-05 04:08:00
subject252,0,Ando en una época muy mala la vdd,2021-12-05 04:08:00
subject252,0,No hace falta yo te conozco,2021-12-05 04:10:00
subject252,0,Jaja el destino nos une,2021-12-05 04:12:00
subject252,0,Aunque la bajada de ayer me dolió un huevo,2021-12-05 04:15:00
subject252,0,Che te acordás cuando fuimos a comer con los otros locos,2021-12-05 04:17:00
subject252,0,Con valentina a veces,2021-12-05 04:17:00
subject252,0,Justo hace tres días o cuatro hable,2021-12-05 04:18:00
subject252,0,Después de un año o algo así jajaja,2021-12-05 04:18:00
subject252,0,Como era que se llamaba la flaca rubia alta ?,2021-12-05 04:21:00
subject252,0,Che y xq estas acá,2021-12-05 04:23:00
subject252,0,Últimamente sale todo para el orto,2021-12-05 04:24:00
subject252,0,De que carajo te recibiste,2021-12-05 04:25:00
subject252,0,Buena manera de currar a la gente,2021-12-05 04:26:00
subject252,0,Y seguís entrando a los chats,2021-12-05 04:26:00
subject252,0,Yo hace mil años,2021-12-05 04:27:00
subject252,0,Que ya no entro,2021-12-05 04:27:00
subject252,0,Hace un tiempo hablé con jona,2021-12-05 04:27:00
subject252,0,Y me había pasado un link,2021-12-05 04:27:00
subject252,0,Y todavía estaba el enfermo de coco y todos esos ahí adentro,2021-12-05 04:28:00
subject252,0,Me pregunto que será la vida de crystal flux,2021-12-05 04:28:00
subject252,0,Jajajaja a mi me odiaba,2021-12-05 04:29:00
subject252,0,Creo que la mayoría,2021-12-05 04:29:00
subject252,0,Pero lo de crystal fue culpa de marla,2021-12-05 04:29:00
subject252,0,Te acordás que la jodian con el calzón viejo JAJAJAJA,2021-12-05 04:29:00
subject252,0,Ya fue eramos re pendejos inmaduros,2021-12-05 04:31:00
subject252,0,T acordás de ese molk,2021-12-05 04:32:00
subject252,0,El otro día entre al drive buscando unas fotos viejas y tengo videos de el vestido de mujer y cagando en camara,2021-12-05 04:33:00
subject252,0,Yo creo que todos en el fondo en esa época estábamos pasando tiempos turbulentos,2021-12-05 04:38:00
subject231,0,Quiero matar al bebe que hago ?,2021-01-31 03:21:00
subject231,0,Tengo ganas de rajarlo por la barriga,2021-01-31 03:22:00
subject231,0,Lo mato como siga llorando,2021-01-31 03:22:00
subject231,0,Eso significa que lo mate no ?,2021-01-31 03:23:00
subject231,0,Si mi marido muerto,2021-01-31 03:23:00
subject231,0,Lo tiro por la ventana antes,2021-01-31 03:25:00
subject231,0,Me pasas un porrillo ?,2021-01-31 03:25:00
subject231,0,Porque ? Si no lo quiero,2021-01-31 03:26:00
subject231,0,Siiii ! ! ! Hay que follar como locos,2021-01-31 03:28:00
subject231,0,Yo se los quito dandolenlo suyo,2021-01-31 03:29:00
subject231,0,Yo no me drogo,2021-01-31 03:32:00
subject231,0,Para matar al bebe,2021-01-31 03:33:00
subject231,0,Yo solo no puedo,2021-01-31 03:33:00
subject231,0,Yo te quito las penas nena cara sonriendo con superioridad,2021-01-31 03:37:00
subject231,0,Tambien te las quito cara sonriendo con superioridad,2021-01-31 03:39:00
subject238,0,Tócate cara llorando de risa cara llorando de risa cara llorando de risa,2021-04-21 00:22:00
subject238,0,Por una paja al día no vas a adelgazar,2021-04-21 00:33:00
subject238,0,Venga todo el mundo a hacerse pajas,2021-04-21 00:39:00
subject238,0,Estas antojado y lo sabes jajaja,2021-04-21 00:40:00
subject238,0,Os gusta dar por culo,2021-04-21 00:48:00
subject238,0,A pelo la vas a meter y explotar al minuto,2021-04-21 00:48:00
subject238,0,Vas a meterla y hacer uu Uhhh hhahhhhh ya acabé,2021-04-21 00:49:00
subject238,0,No dejes que te la chupe mucho,2021-04-21 00:51:00
subject238,0,Ese es mi consejo,2021-04-21 00:51:00
subject238,0,Primero comeselo y q ella termine,2021-04-21 00:51:00
subject238,0,Así luego vas sin presion,2021-04-21 00:51:00
subject238,0,Al eñla estar liberada,2021-04-21 00:51:00
subject238,0,prohibido,2021-04-21 00:53:00
subject238,0,Eso va a decir ella,2021-04-21 00:53:00
subject254,0,"Hola , gracia , saludos desde Colombia",2021-04-18 05:35:00
subject254,0,"Mucha gracias , son muy amables cara feliz con ojos sonrientes",2021-04-18 05:38:00
subject254,0,"Qué bien , me gusta el frío",2021-04-18 05:42:00
subject254,0,"Saludo , qué país es ?",2021-04-18 05:42:00
subject254,0,Tal vez junto con loshermaos karmazov,2021-04-18 06:03:00
subject254,0,Que bien queles gustenla lectura,2021-04-18 06:03:00
subject254,0,Cual duda ? Como asi ?,2021-04-18 06:03:00
subject254,0,Yo lo lei ave algun tiempo ya,2021-04-18 06:04:00
subject254,0,Yo rexientement no he leido mucjo,2021-04-18 06:05:00
subject254,0,"Jajj perdon por el pato , es que stoy descubriendonlos emojis en telegram",2021-04-18 06:06:00
subject254,0,Yo soy si con stickers o emojis,2021-04-18 06:08:00
subject254,0,Me causa ahora inquietud las diferentes animaciones cabeza explotando,2021-04-18 06:08:00
subject254,0,Ya los ire viendo con el tiempo,2021-04-18 06:09:00
subject254,0,Aqui hablan de libros frecuentemente ?,2021-04-18 06:09:00
subject254,0,O que tematicas se tratan aqui ?,2021-04-18 06:09:00
subject254,0,Cuantos años tienen ? Si puedo preguntar,2021-04-18 06:10:00
subject254,0,Estaba buscando tambienun club de lectura,2021-04-18 06:11:00
subject254,0,Hay alguno que recomienden en telegram ?,2021-04-18 06:11:00
subject254,0,"Si es a mi la pregunta , por sus respuestas",2021-04-18 06:18:00
subject254,0,"Si , por desgracia lo entiendo",2021-04-18 06:22:00
subject254,0,Ocurrio la separcio hace tiempo ?,2021-04-18 06:31:00
subject254,0,"Me gustaria tener las palabras para reconfortarte , pero solo pienso que es algo que con el tiempo superaras",2021-04-18 06:34:00
subject254,0,"Solo pensaba en el apego cusndo te leia , y aunque se supone que o es bueno para la felicidad , se siente agradable cuando es correspondio",2021-04-18 06:35:00
subject254,0,"Espero puedas recuperar la confianza pronto y que veas que muchas veces , esas inseguridsdes son exageraciones , por reales quense sientan",2021-04-18 06:42:00
subject254,0,"Vas a salir adelante , ya lo veras !",2021-04-18 06:45:00
subject180,0,"Hola , buenas noches y buen descanso ! Gracias por la bienvenida manos en oración tono de piel claro medio cara con manos abrazando Algún compañero podría hablar unos 5 minutos por privado ? Gracias sol",2022-02-15 05:17:00
subject180,0,Lamento mucho ! manos en oración tono de piel claro medio cara con manos abrazando,2022-02-15 08:16:00
subject180,0,"Realmente volviste a nacer , eres una persona con suerte sol",2022-02-15 08:17:00
subject180,0,Muchas felicidades Lex ! Genial para hacer una exposición El amor sano El amor a uno mismo cura El amor es la cura Obras y milagros del amor a uno mismo Amándome etc Podrían ser títulos de la obra cara con manos abrazando,2022-02-15 08:23:00
subject180,0,"Ayer el cuerpo me los pedía , ..",2022-02-18 06:06:00
subject180,0,"Atole ? Voy a buscar para averiguar que es , .. Y ya que estamos , .. humus ! !",2022-02-18 06:09:00
subject180,0,"Interesante , .. suena bien el atole , .. nunca había oído hablar , ..",2022-02-18 06:13:00
subject180,0,Mamma mia ! ! ! cara pensativa cara sonriendo con sudor frío señal de aprobación con la mano tono de piel claro medio,2022-02-18 06:14:00
subject180,0,Esos ha de estar rico rico,2022-02-18 06:15:00
subject180,0,"El Humus es una crema , .. plato típico libanés creo , .. lo hacen con garbanzos y aceite de oliva , .. también lo hay de berenjena , .. voy a buscar y te digo",2022-02-18 06:16:00
subject180,0,"El hummus bi tahina , frecuentemente simplificado a hummus es una crema de garbanzos cocidos con zumo de limón , que incluye pasta de tahina y aceite de oliva , que según la variante local puede llevar además otros ingredientes como ajos o pimentón . Wikipedia Orígenes : Israel , Líbano , Oriente Medio , Armenia",2022-02-18 06:17:00
subject180,0,Está rico señal de aprobación con la mano tono de piel claro medio,2022-02-18 06:17:00
subject180,0,"Siii son buenísimas , .. por suerte se consigue variedad , ..",2022-02-18 06:18:00
subject180,0,"En Mercadona , .. en herbolarios también , ..",2022-02-18 06:19:00
subject180,0,"Ah vale , .. Chedraui es una cadena de supermercados en Mejico señal de aprobación con la mano tono de piel claro medio",2022-02-18 06:21:00
subject180,0,Gracias por este tiempo manos en oración tono de piel claro medio sol,2022-02-18 06:24:00
subject180,0,Muchas felicidades sol,2022-02-18 17:27:00
subject180,0,"Buenos días ! Alguien está deprimido por no saber a qué dedicarse ? Hablamos por privado , gracias",2022-02-22 14:36:00
subject180,0,Sabrán de líneas telefónicas de atención especializada en Salud Mental en su ciudad o país ? ! Aquí tenemos El Teléfono de la Esperanza . Gracias sol,2022-02-23 03:18:00
subject180,0,"Disculpa , estaba buscando la información",2022-02-23 03:54:00
subject180,0,"Si , .. son números en España , .. estoy buscando en otros países",2022-02-23 03:58:00
subject180,0,"Buenos días ! Si alguna persona quiere charlar unos minutos por vídeo chat , .. sol",2022-02-23 11:09:00
subject180,0,Gracias manos en oración tono de piel claro medio cara con manos abrazando corazón latiendo,2022-02-23 11:18:00
subject180,0,Sii es nueva experiencia,2022-02-23 11:19:00
subject180,0,Estupendo señal de aprobación con la mano tono de piel claro medio que encuentres un Psicologo con quien te sientas cómodo y sea fructífero,2022-02-23 11:19:00
subject180,0,cara sonriendo con ojos sonrientes cara llorando de risa cara llorando de risa,2022-02-23 11:20:00
subject180,0,"Han visto el matinal de un chico que paso por proceso , .. ? !",2022-02-23 11:21:00
subject180,0,Cada mañana un avance de las noticias del día,2022-02-23 11:21:00
subject180,0,El paso por un proceso fuerte,2022-02-23 11:21:00
subject180,0,Y habla sobre salud mental en su página de postcast,2022-02-23 11:21:00
subject180,0,cara pensativa cara sonriendo con sudor frío cara llorando de risa cara llorando de risa cara llorando de risa,2022-02-23 11:22:00
subject180,0,Era un cómico conocido en España,2022-02-23 11:22:00
subject180,0,Sigue siéndolo pero cambió la tónica,2022-02-23 11:22:00
subject180,0,Ahora reflexiona sobre la importancia de la salud mental,2022-02-23 11:23:00
subject180,0,"Disculpa , no sabia manos en oración tono de piel claro medio sol",2022-02-26 09:42:00
subject180,0,"Entiendo , gracias por informar",2022-02-26 09:43:00
subject180,0,Gracias Jorge manos en oración tono de piel claro medio sol,2022-03-03 07:53:00
subject180,0,Bienvenida ! manos en oración tono de piel claro medio cara con manos abrazando sol,2022-03-09 06:34:00
subject180,0,"Hola Master ! Si , te escribo por privado",2022-03-15 05:46:00
subject180,0,"Hola , buen día ! Muy interesante lo que comentan , gracias por compartir manos en oración tono de piel claro medio sol",2022-03-16 19:09:00
subject180,0,Gracias por compartirlo Karlos sol,2022-03-23 02:22:00
subject277,0,"Bien escuchando música , pensando que escribir",2022-01-20 01:26:00
subject277,0,"Si argentino , me gusta escribir ... Suelo hacerlo cuando escucho música .",2022-01-20 01:52:00
subject277,0,Pero no soy un aficionado,2022-01-20 01:52:00
subject277,0,cara sonrojada bueno muchísimas gracias,2022-01-20 01:57:00
subject277,0,"Soy metalero pero de mente abierta y gustos amplios ... Escucho también reggeatón , trap , rock , pop , nacional , electrónica ...",2022-01-20 01:58:00
subject277,0,En estos momentos empecé a escribir en Twitter,2022-01-20 01:58:00
subject277,0,"Soy metalero porque escucho ese género desde que tengo memoria . Tuve el pelo largo y me vestí d negro ( eso no me hizo más metalero ) pero amo la música en si ... Y no tengo gusto culposo , si un tema d reggeatón m gustó ( x ejemplo ) m gusto y punto ja .",2022-01-20 02:10:00
subject277,0,"Antes q nada amo la música primero . Y soy bajista , también tome clases de batería y canto . Es un tema para debatir muy interesante ... A mí el metal m provoca o mejor dicho todos los géneros m provocan algo . Sea sentimientos o pensamientos ... Como una canción triste t hace reflexionar . Sin embargo admito que no m gusta tooodoo el metal . Yo soy dl 92 y soy más del nu-metal ...",2022-01-20 02:13:00
subject277,0,"X temporada me suele dar ganas d algún q otro tema nacional o aveces internacional , algún tema viejo ... Pero no m específico en el rock . Depende del tema ... La banda .",2022-01-20 02:15:00
