@relation IberLef-Challenge
@attribute 'claseValue' {0,1}
@attribute 'textValue' string
@data
0,"Y en uno privado , también lo está"
0,"Porque está sucediendo ahí una relación desigual y de abuso ... Y encima está sucediendo en un ámbito privado .. Así nadie puede verlo .. Me asusta , la verdad"
0,"En una conversación privada , está igual de mal alentar a alguien , a que se quite la vida .."
0,"Claro . Es que cuando alguien cuestiona su mala acción ( que ella sabe que está mal ) , carga contra esa persona , para silenciarla .."
0,"Yo creo que es mejor no ser como ellas .. No ?"
0,"Hmmm .. Tú crees que ese ' perfil ' encaja en un TLP ? Yo creo que no ..."
0,"Está en Netflix , no ? Si me puedes dar referencias sobre ella .. Qué te pareció ... Te lo agradezco :)"
0,"El gatito de uno de mis alumnos .. Tened un buen día !"
0,"Me gustaría ver a vuestras mascotas .. : V"
0,"Me hace feliz ver animalitos cutes ! ! ! :)"
0,"Un saludo a todxs ! !"
0,"Bien clarito . Estoy absolutamente de acuerdo . manos_levantadas_celebrando"
0,"Gracias , qué cute ! Buen día para ti también ! :)"
0,"cara_de_desaprobación ..."
0,"Hola Montse , qué tal ? A mí me pasa algo muy similar .. Mira las características de las Personas Altamente Sensibles , quizá te sientas identificada y quizá encuentres alguna ' respuesta ' , que te aporte cierta tranquilidad .. :)"
0,"Yo igual , así que te acompaño en el sentimiento .. Un saludo ! :) ) )"
0,"Me pasa a veces sin razón aparente , aunque creo que son emociones ' no masticadas ' que quedan en el subconsciente . Y de un segundo a otro .. Pum ! Mi estado de ánimo cambia radicalmente . En realidad , es muy jodido .. Porque en parte creo que domina y maneja nuestras vidas , de alguna forma .. Pero bueno , ahí vamos :]"
0,"En realidad , yo tampoco entiendo por qué está muteado . Quizás , me he perdido algo de la conversación .."
0,"Quizá si la tenían , pero había menos diagnósticos ... Menos personal dedicado a la salud mental y otros problemas sociales que se consideraban o eran ' más prioritarios ' .."
0,"Quizá sería bueno que hablaras con él / ella desde tu sentir y tu perspectiva . Puede que no se esté dando cuenta que eso te daña ..."
0,"No pasa nada . No eres culpable . Lo cuentas , porque necesitas hacerlo . Un abrazo . :)"
0,"No sé si contar lo que me pasa ahora en este momento porque tal ves es una tontería y yo sola me estoy ahogando en un vaso de agua ."
0,"Pasa que empecé hablar con un chavo entonces el siempre muy respetuoso conmigo entonces resulta que el día de ayer nos conocimos en persona yo fui al lugar donde el vive y estuvimos conviviendo un rato después de eso terminamos teniendo relaciones y no se si tengo sentimiento de culpa oh tal ves es que el me decepcionó porque tenía otro concepto de el ."
0,"Te lo agradezco de verdad"
0,"Hola mano_saludando saludos"
0,"Saludos también para ti"
0,"Ya mejor que en la mañana"
0,"Cómo que tú comentario está algo fuera de contexto no crees cara_sonriendo con superioridad cara_sonriendo con superioridad"
0,"La mayoría no lo puede tomar con gracia"
0,"Si es asi haber que pasa cara_gritando_de_miedo cara_gritando_de_miedo"
0,"Con eso lo rompiste de más jajaja"
0,"Yo soy de Guadalajara"
0,"Acá está uno tan acostumbrado al picante que si está no le pones no sabe buena"
0,"El gusto es mío"
0,"Eso es un circulo vicioso que si no cortas de tajo al final va acabar contigo tienes que empezar ah valorarte y a pensar más en ti aprender a ser egoísta y decir que no no me digas que quieres seguir con eso toda tu vida ."
0,"Espero que de algo te sirva lo que te dije"
0,"Has tratado de hablar con el ?"
0,"Buenos días a todos saludos cara_con_manos_abrazando"
0,"Nuevamente buenos días a todos"
0,"Aquí pareciera que no hay nadie"
0,"Tu crees que alguien te va a recomendar algo para que lo hagas claro que no"
0,"Hay algo que te paso el cual te orillo ah tomar esa decisión ?"
0,"En un principio te va a doler pero ya después tu solo vas a ir descubriendo que lo que hiciste fue lo mejor"
0,"Hola buenos días a todos soy nueva aquí en este grupo espero que todos estén muy bien saludos"
0,"Estoy más o menos pero hay la llevo no me queda de otra"
0,"Ósea todos tienen problemas"
0,"Que harían si sus padres se pelearan todos el tiempo y amenaza de muerte y todos eso aparte del maltrato verbal y acoso ?"
0,"Ósea no es para que se alarmen estoy bien y todo"
0,"Okey okey estoy tomando esta decisión de tomar evidencia y pruebas luego reportarlo por violencia"
0,"Cómo peleas y eso"
0,"Solo tengo una hasta hoy por qué empecé hoy"
0,"El problema es que ya lo ven como algo normal y eso no es normal desde pequeño pasa lo mismo no vale nada"
0,"El otro problema es que Nose si mi crush se gusta de mi jaja"
0,"También debo incluir que tiene novio"
0,"Lo de mi crush ?"
0,"Nose creo que se está portando extraño conmigo ósea tiene novio pero ella me dice que nos parecemos nos gusta las mismas cosas y eso también me dijo que tuvo una pelea con su novio por que no le gusta hacer lo mismo que yo hago con ella"
0,"También cruzamos muchas miradas como por 10 seg y luego se ríe silenciosamente"
0,"Nose si es una señal"
0,"Si es brutal además se siente súper bien y Nose si solo soy yo o ella también le pasa pero como tiene novio"
0,"Me va a matar cara_llorando_de_risa"
0,"No lo conozco además no es que se la quiera quitar así de la nada ella me gustaba antes de el y por pendejo no me atreví hablarle"
0,"Pero con eso que les dije que opinan ?"
0,"Todo bien y tú ?"
1,"Buenas noches , saludos desde colombia ."
1,"Ve somos deprimentes pues jaja"
1,"Naaa . España tiene los indices más altos"
1,"En colombia son menos depresivos . Simplemente este grupo tiene varios integrantes de colombia ."
1,"Yo padesco toc y me obsesionó con bobadas"
1,"Y pues es algo cierto . Argentina y mexico tienen mucho mas deprimidos que colombia"
1,"Censos por asi decirlo ."
1,"Alla esta la asociacion toc granada ."
1,"Por que hay varios"
1,"Pues necesitar EPR es lo mejor para el toc . Y medicamentos Isrs"
1,"Los psiquiatras dan benzodiasepinas pero no es lo mejor pal toc"
1,"Yo tomo lorazepam . Me sirve pa dormir"
1,"Púes es que las Isrs no causan adicción . Las benzodiasepinas si"
1,"O como se escriba XD"
1,"Y como estas ? Q tal le fue hoy"
1,"Púes yo algo confundido"
1,"siento que hasta ahora no se nada de sexualidad . me he sorprendido que niñas de 15 años me digan que es raro que nunca haya tenido novia . cuando eso se supone que es normal . No entiendo nada :/ es difícil tener una amistad real , todas las personas tanto hombres como mujeres que me hablan solo son interesadas . solo me hablan por favores . Asi que he pensando en tratar de casi no hablarles"
1,"Los cumplí en abril"
1,"Hoy en dia se han perdido arto los valores . Hay mucho interes de las personas . Son muy superficiales"
1,"Porqué lo dice . Para mi es mentira lo que dices"
1,"Yo leeo bastante . Se de lo que hablo"
1,"Ud no lee . No es mi culpa"
1,"Y no es necesario ir a sigos pasados"
1,"Simplemente hable con su abuelito"
1,"Vaya y hable con viejitos"
1,"Hoy en dia se creen políticamente correptos"
1,"No tenian la mejor etica . Pero se esforzaban . Querian ser sabios . hoy en dia toman la experiencia como fuente de conocimiento"
1,"Solo que es necesario que pasemos por cosas negativas como estas"
1,"Si se puede mañana hablamos vacan . Ya tengo que dormir"
1,"Esas drogas no estan diseñadas para usarsen varios meses . Aun que las isrs no causan ansiedad es bueno irlas cambiando . Preguntale a tu psiquiatra"
1,"Un neurologo también sirve"
1,"Bueno , buenas noches a todos z . z . z ."
1,"Nunca me imagine terminar tan mal"
1,"Y necesitar buscar gente para poder hablar"
1,"Despues de mas de 2 años"
1,"Disculpen porque por ahi comparado con los problemas de los demas es chico lo mio"
1,"Pero a mi me esta matando sinceramente"
1,"Es que estuve en pareja por mas de 2 años y ultimamente juntado medio año"
1,"Y de la nada me dejaron"
1,"Y ahora esta con otra persona"
1,"Y yo tengo el apoyo de gente conocida familia y demas"
1,"Pero fisicamente solo , y no quiero estar con nadie mas"
1,"Y no paro de pensar en esa persona y todo lo que haciamos felices"
1,"Si se eso , pero siento que me estoy volviendo loco ya"
1,"En serio nunca me imagine que iba a necesitar buscar tanta ayuda"
1,"Es lo que me dicen todos , pero no puedo estar en ningun lado"
1,"Si salgo con mis amigos los fines de semana"
1,"Pero en la semana estoy solo"
1,"Es que no puedo hacer nada solo , ese es mi problema , necesito estar acompañado todo el tiempo"
1,"En eso pense a penas me separe , en que deberia llorar todo porque sino seria peor despues y lo hice"
1,"Y a veces lo hago"
1,"Renuncie a mi trabajo la semana pasada"
1,"Nose que hacer ya"
1,"Es que creo que ese fue el problema siempre , por eso estuve mal un tiempo y me aferre a mi pareja y eso canso"
1,"Tampoco se que hice exactamente mal"
1,"Tengo 21 y soy de garin , escobar , bs as"
1,"Muchas gracias chicos por todo , por escucharme y las palabras"
1,"Ustedes como van ? Y que hacen ?"
1,"Yo vine a lo de una amiga porque no queria estar solo jaja"
1,"Graciaas , que lindo la verdad"
1,"Gracias , estoy en ese camino de estar en duelo pero el camino me esta llevando a estar peor que mal , por eso estoy buscando ayuda y ya nose que mas hacer"
1,"Eso , nunca se deja de ser joven , la edad es un numero solamente"
1,"Muchas gracias chicos por estar , a todos"
1,"Jajajajja que serian esas tortillas ? Perdon mi ignorancia"
1,"Gracias , espero caerles bien a todos"
1,"Uy me esta dando un hambre jajajajaj"
1,"Yo hoy comi una naranja nomas"
1,"Sisi lose , es que ultimamente estoy lleno , estoy viviendo a base de agua jajajaja , igual ahora que hablaron de comida me da hambre"
1,"Metele , nada mejor que un buen dia de gym"
1,"Que yo sepa en disney nomas"
1,"Eso es saber aprovechar bien las cosas"
1,"Yo tambien tengo pirateado spoty jajajajajaja"
1,"Si ya la estoy pasando un poco mejor"
1,"Aunque estoy bastante bipolar ultimamente"
1,"Tiene una pinta re rica igual eso"
1,"Si espero que si"
1,"Ahora estoy viendo que una amiga va a cocinar algo jajajaja"
1,"Que lindas son las amistades"
1,"Que buenas vibras que tenes , y como contagias , gracias por eso manos_en_oración"
1,"Jajsjajaja es paty de carne picada y pan rallado y huevo creo"
1,"No es tan elavorado"
1,"Y una ensalada de zanahoria , huevo y tomate"
1,"A mi me gusta comer todo , no hay nada que no me guste por suerte"
1,"Y soy de buen comer jajajss"
1,"La verdad que me sorprendio porque esta muy rico esto jajajaja"
1,"Ojala que no , a meterle nomas bíceps_flexionado bíceps_flexionado"
1,"Pero no fue con intencion , a veces estamos con la cabeza en muchas cosas que no podemos ver lo que esta adelante , o tenemos la cabeza tan cargada que por ahi no nos damos cuenta con claridad"
1,"Trata de hacerla reir , mimala , abrazala y traten de hacer algo juntos"
1,"Osea que tiene alcohol ? ?"
1,"Pero tienen bastante pinta de que esta rico"
1,"Yo bien , recien me levanto , hoy me desperte y lei la biblia jajaja"
1,"Estoy queriendo volver a la iglesia"
1,"Hay recetas que con pan viejo queda mejor , como el budin de pan por ejemplo , es riquisimo"
1,"Me cuesta un poco , no me gusta mucho leer , estoy empezando recien , pero necesito distraer y volver a la iglesia asi que le meti ganas"
1,"Un poco de musica y leer"
1,"Es que sinceramente las iglesias no son lo mejor a veces , esta bien que se va por Dios pero la gente no siempre es buena , hay que centrarse en Dios y nada mas"
1,"Yo me crie en la iglesia solo que hace como 6 años que me aleje"
1,"Si eso es verdad , hay igual iglesias en las que hay gente por asi decirle buena que sus intereses son Dios nomas"
1,"Es lo mejor eso , que le nazca a uno mismo no por obligacion ni por interes de los demas"
1,"Aca andamos , por bañarme y entrenar un rato"
1,"Gracias por las imageneess"
1,"Que tengan todos un buen dia"
1,"Hoy es un dia hermoso , y somos personas hermosas , hagamos lo que nos gusta , no dejemos que un segundo feo nos arruine el dia , hay que vivir chicoos , siempre sonriendo"
1,"Aca estamos hermano , para que te descargues , escucharte y estar en todo lo que podamos"
0,"Iber si te da miedo hablar con mujeres es por inseguridad"
0,"Eso es lo que tienes que combatir"
0,"Te da miedo que te digan que no , verdad ?"
0,"@USER a todos nos da miedo que nos digan que no"
0,"Eso no tiene nada de coña"
0,"Las recaídas hacen que mueran más neuronas en la cabeza"
0,"Algunos debemos tener el cerebro como una esponja"
0,"Yo como paciente y sanitario al mismo tiempo os digo que hay personas aquí que dan consejos muy equívocos y hablan de fármacos sin tener idea"
0,"Y no he nombrado a los individuos que entran aquí a regodearse de que tienen algo pero están mejor que los demás"
0,"Da miedo como están aumentando este tipo de patologías con el confinamiento"
0,"Las tomo porque las manda el médico , a largo plazo producen cáncer"
0,"cara_revolviéndose_de_la_risa cara_revolviéndose_de_la_risa Que bien gracias"
0,"Venía buscando un poco de no sé ... Sinceramente no sé cara_sonriendo con sudor frío"
0,"Gracias , me viene muy bien esto"
0,"Estoy pobre cara_llorando_de_risa"
0,"No puedes tirarles algo a la cabeza ? 🤦🏻‍♀ 🤦🏻‍♀ 🤦🏻‍♀"
0,"Que duro cara_desanimada"
0,"Qué edad tienen ellas ?"
0,"Ostras sois de latam ?"
0,"Quedo lejos cara_sonriendo con sudor frío cara_sonriendo con sudor frío"
0,"Pues ya son mayorcitas para dejar de hacer huevadas cara_cabreada"
0,"Que asco las niñas así eh"
0,"Creo que este no es mi sitio , gracias por la bienvenida y seguid siendo felices . Chau"
1,"Te acabo de responder"
1,"Buenas noches ... Cómo están ?"
1,"Hola ... Buenos días .. como están ?"
1,"Holis ... Buen día .. cómo están ?"
1,"Cómo estás Nora ? cara_con_manos_abrazando Cómo te sientes ?"
1,"Estuve leyendo , que te duele mucho el estómago ? Tomaste algo para eso ?"
1,"Oooh ... Ya veo .. cuando finaliza ? El Ramadan ?"
1,"La verdad si .. mono_con_los_ojos_tapados"
1,"cara_sonrojada 1 mes ? Y ayunan el mes completo ? Perdona no se muchos detalles del Ramadan"
1,"mono_con_los_ojos_tapados increíble .. eso se llama tener fuerza de voluntad .."
1,"Y no pueden nada ? Agua ? Un juguito ? cara_con_el_ceño_ligeramente_fruncido"
1,"cara_decepcionada ay ..."
1,"Oooh tienen una hora donde comen , a vale .."
1,"Te admiro también cara_feliz_con_ojos_sonrientes"
1,"Por la fuerza de voluntad q tienes para llevar y cumplir el Ramadan"
1,"Requiere de una gran disciplina y fuerza .."
1,"Bueno , no sé , a mí no me parece algo tan fácil jeje"
1,"Si definitivamente yo tampoco mono_con_los_ojos_tapados"
1,"Buenas noches , cómo estan por aquí ?"
1,"Aquí andamos .. cargo un poco de ansiedad pero controlable ... cara_haciendo_una_mueca"
1,"Que bien eso ... Y en q trabajas ?"
1,"Oye que bien ! Que genial eso ! Te felicito pq todo haya salido bien siendo tu primera vez en esa área .."
1,"Odie esa película de principio a fin , q agonía .."
1,"Bueno osea la pobre chica comía en exceso para lidiar con sus sentimientos .. por esos las escenas son tan abrumadoras"
1,"Ay si había olvidado eso , q la mamá de paso está celosa pq el esposo se viola más a su hija q lo q se acuesta con ella .."
1,"Es terrible esa película .. en serio , super fuerte .."
1,"Conclusión , no la veas cara_revolviéndose_de_la_risa"
1,"cara_revolviéndose_de_la_risa cara_revolviéndose_de_la_risa cara_revolviéndose_de_la_risa si cuenta el final bonito porq dios mio"
1,"No , no .. te entiendo en cuanto a la imaginación .. pero verla es mil veces peor"
1,"No entiendo cómo estás más traumado por las escenas de cuando come pollo , a las escenas de cuando la viola el padre ..."
1,"cara_al_revés bueno ella logra irse de esa casa del infierno , y consigue una vida muchísimo mejor ... Jaja si termina bien al menos"
1,"Definitivamente no es una película para ver dos veces .. mono_con_los_ojos_tapados"
1,"Si , es entendible .. creo q por acá todos somos bastante sensibles y empáticos .. lo q hace q las cosas nos afecten mucho .. aunq solo sea una imagen mental"
1,"cara_revolviéndose_de_la_risa buena decisión"
1,"Hola Sam , ya me parecía raro no verte por aqui"
1,"Siempre estoy aquí jaja ... Siempre los leo .."
1,"Espiandolos ojos"
1,"ojos q cosa ?"
1,"Jaja bueno , bien , llevándolo como puedo .. y tú ?"
1,"No entiendo bien la pregunta .."
1,"cara_de_por_favor cara_de_por_favor sigo sin entender .. o sea si , puedes decargar los archivos ejecutables de básicamente cualquier cosa en Google .. pero no sé a cual o q te refieres exactamente"
1,"Haaa creo q ya captó ... Lo q pasa es q si no bajas el contenido completo , cuando ejecutes el . exe te va a arrojar error de instalación o algo así ..."
1,"Hola Kitty por acá todos queremos ayudarnos pero también nos cuesta concentrarnos en una sola cosa a veces .. quisieras contarnos ? Pq dices q a nadie le importa lo q pase contigo ?"
1,"Cuál es esa razón ? Pq crees que vas a perderla ?"
1,"Vale y porque crees que lo estás perdiendo ?"
1,"Te entendemos .. la mayoría acá pasa por eso también"
1,"Tienes q buscar sacar tu mente de la idea en la que se enfrasca .. y bueno dicen q lo más importante al principio del ataque de ansiedad es tratar de controlar tu respiración ..."
1,"También recuerdo un ejercicio q consiste en ir nombrando objetos de la habitación donde estas , en orden alfabético . Por ejemplo , A , almohada .. ayuda a calmar tu mente"
1,"Supongo q si ... Se que la finalidad de los ejercicios es simplemente poner a tu mente q concentrarse en otra cosa .."
1,"Si también puede servir"
1,"Wow jaja esto suena imposible para mi , siempre estoy pensando en mil cosas a la vez"
1,"Haaaaa siiii eso también me ha tocado jaja , oye pero le hecho hielo a un balde con agua y de ahí me hecho el agua helada .."
1,"No no te molestes te juro q funciona"
1,"Tu mente tu cuerpo se concentra en el frío y dejas de sentir la ansiedad"
1,"Es como un reset a tu cerebro"
1,"Pero hecha hielo en agua .. y luego te hechas el agua helada"
1,"O sea la idea no es lastimarse Tampoco , es echarte un balde de agua fría para que la mente se apague un poco y tomes calma .. el frío te llevará a manejar la respiración , respuestas involuntarias del cuerpo ante el cambio de temperatura"
1,"Puedes repetir lo del agua hasta que te calmes .. yo me meto a la ducha y me quedo un rato hechandome hasta q ya siento q respiro mejor"
1,"Había olvidado ese ejercicio"
1,"Creo q lo retomare"
1,"Tanto como sientas necesario ... cara_con_manos_abrazando"
1,"Estás mejor ya Nadie ?"
1,"Jaja yo también , pero ese es el plan ..."
1,"Jaja excelente ves , fue un reset total , hasta con risas terminaste .."
1,"Bien cara_feliz_con_ojos_sonrientes me alegro .. superaste un ataque , si puedes viste .. solo hay q hacer algunos ejercicios para manejarlo .."
1,"Aquí queremos ayudarte Nadie se q a veces los comentarios se pueden sentir ofensivos , pero el 99 % de las veces es nuestra mente distorsionando las cosas .. todos acá pasamos malos ratos , por lo q sentimos empatía cuando vemos a otro pasándola mal y solo queremos aconsejarlo y ayudarlo a la medida de lo posible .."
1,"Entiendo q no es el primero .. pero por ejemplo ya viste q el agua fría te ayudo un poco ... Combina las ejercicios , puedes hecharte el agua fría e ir a tumbarte a tu cuarto y empezar a nombrar los objetos .. la cosa es q pongas en práctica los ejercicios y no te dejes llevar por el ataque"
1,"Es posible .. hay muchos niveles distintos de ansiedad ..."
1,"Te entiendo totalmente ... He pasado cosas así , días enteros con ansiedad , no ha niveles extremos pero si temblando , con taquicardia , nerviosa ..."
1,"También jajajaja .. si .. sufro de ansiedad social y evito salir .. cara_revolviéndose_de_la_risa o cualquier evento social .."
1,"No la quieres cara_con_ojos_en_blanco creeme"
1,"Si es importante @USER bienvenido por acá todos formamos parte de esa fiesta de la ansiedad"
1,"cara_sonriendo con sudor frío puedo decirte q ahora mismo no lo parece ... Pero si pasa ..."
1,"Buenas tardes grupo ... Cómo están ?"
1,"Te acompaño en lo de tener poco animo ... Y te felicito por tener la fuerza de voluntad de pararte y limpiar y cumplir con las cosas q tienes q hacer ... Yo q a veces no logro ni eso"
1,"Si .. yo también vivo sola .. pero realmente hago lo mínimo"
1,"Joder q si .. como duele"
1,"@USER por favor , elimina este contenido cuando puedas , gracias . Ya varios reportamos el mensaje ."
1,"Que tal va tu día Arturo ? cara_sonriendo con sudor frío"
1,"Paso algo ? Viste algo ? Leíste algo ?"
1,"Bueno , la verdad lo entiendo , me pasa bastante ..."
1,"No hay problema .. bueno si puedes intenta distraerte , ocupar la mente en alguna actividad .."
1,"cara_desanimada te entiendo perfectamente Arturo .. por eso lamento q te sientas así de mal ..."
1,"Ya dijo q si , pero no quiere hablar de eso .. cara_desanimada"
1,"Si .. cara_con_manos_abrazando"
1,"Porq lo sientes ? ? Tus emociones son tan válidas como la de cualquier otro ..."
1,"Que paso Arturo ? cara_decepcionada"
1,"Holis , como están chicos ? Cómo la llevan ?"
1,"Jaja , ha vale .. para despertar más la tristeza q ya llevamos por dentro .. cara_llorando_de_risa"
1,"A mí me gustaba mucho , la natación"
1,"Está muy bien .. es excelente ejercicio .. y no sé , a mi parecer el contacto con el agua es magnífico también .."
1,"Buenos días grupo , como están ?"
1,"Hola @USER buenas noches"
1,"Bien , y tú ? Q tal ?"
1,"Oh me parece bien .. que buen plan , en tu país ya es tarde no ?"
1,"También estoy por acostarme ya , pasaba a leerlos un momento a ver cómo estaban .."
1,"Hmm si , ya deberías descansar cara_guiñando_el_ojo"
1,"Igual tu Arturo , espero que hoy si puedas dormir"
1,"Yo ? No .. jaja .. tengo un rato ya por aca"
1,"cara_sonriendo con sudor frío no es rechazo , ya iba a dormir , lo siento Stivens .."
0,"que es lo que mas te gusta hacer ?"
0,"la verdad que son excelentes"
0,"que quieres expresar tu ?"
0,"la verdad que la sugerencia de NN es bastante buena para que te expreses tu"
0,"porque no comienzas con una maque a lápiz o creyón y luego vas viendo"
0,"que quieres saber , porque si te cuento de mi pasaremos largo tiempo jajajaja"
0,"a ver , tengo 47 años , dirijo una fundación que apoya a personas rehabilitadas de adicciones , tengo una pareja hermosa que cumple años hoy , he pasado momentos difíciles , pero también tengo momentos maravillosos como este que paso conversando con ustedes"
0,"gracias , es un placer conversar con ustedes"
0,"Se llama FUNDASILVA y estamos en Caracas , Venezuela"
0,"como te va por allá ?"
0,"cada día mejor , mas allá de la situación económica , política y social , mientras me levante cada día y vea brillar el sol o caer la lluvia , pueda sentir la brisa fresca , vea la sonrisa de la mujer que amo , comparta con mis hermano y pueda tener una buena conversación con personas como tu , para mi es un día excelente"
0,"hola como has estado ?"
0,"Esa persona que buscas solo la puedes encontrar dentro de ti"
0,"Que es morir ? No es más que la continuación de la vida . Que es vivir ? Es la respuesta que deberíamos buscar , aprender a vivir , a disfrutar de los detalles de la vida , disfrutar de este tiempo que llamamos vida . Porque morir en vida ? O Porque vivir en la muerte ? Deseamos tanto morir o en realidad solo tememos vivir . Buscamos desesperadamente a alguien que nos acompañe , no sería mejor encontrar nuestra propia compañía ? Quizás sería mejor encontrar a alguien que quiera compartir nuestra compañía . Sufrimos deprimidos por no ver más allá de ése sufrimiento y no nos damos cuenta que tenemos mucha gente acompañándonos"
0,"Precisamente todo comienza por aceptarte tal como eres , eres la persona más importante , eres perfecto lleno de cualidades y también de defectos , busca todo eso dentro de tí y acepatalo"
0,"No me parece que les cueste tanto socializar , aquí lo hacen cara_radiante_con_ojos_sonrientes"
0,"Y eso no sería como pertenecer a un determinado grupo ? O Etiquetarse de alguna manera ?"
0,"La verdad que sí y como en este hermoso grupo , hay gente alrededor de nosotros que también es así"
0,"Les deseo un excelente y maravilloso día lleno de bendiciones y logros , ustedes son los más importantes"
0,"te agradezco por ver en el mundo lo hermoso que es y lo hermoso de que hay personas como tu"
0,"mama me das permiso para salir ?"
0,"Abandono ... A todos nos abandonaron un día . Y cuando digo abandonar , no me refiero sólo a un acto extraordinario o traumático del pasado . Es más simple , pero duele igual . A todos nos abandonaron en el medio de un bullicio . En el inicio de un proyecto . En el placer del logro cumplido . En el momento menos pensado . En el momento más esperado . A veces pasa , que te das vuelta y no tienes quien te limpie las lágrimas , quien te de una palmada en la espalda , quien te guiñe el ojo cuando algo te salió bien y quien te limpie las rodillas si llegas a caer al pasto . Todos sabemos de la soledad que se siente cuando nos sentimos solos . Porque todos fuimos abandonados un día . Y entonces , encontramos un secreto tristísimo , un acto paliativo , para tapar ese pozo . Vemos gente que se come la angustia tragándose un paquete de cigarrillos , el otro que corre y corre como un loco a ver si el viento en la cara le vuela ese agujero en el pecho . Personas que se comen las uñas junto con los nervios y la ansiedad paralizante . Paquetes de galletitas que van a parar a la boca sin noción de que lo que se intenta matar , no es el hambre . O por lo menos , no ese . Niños que se perforan la nariz y las venas , con alguna que otra cosa que lo pase a otra realidad por un par de horas . El otro se pone a jugar lo que no tiene . Tú comprarás compulsivamente cosas que no necesitas , para sentirte un poco vivo por un instante . Y yo me quedaré mirando una película , que me habilita disimuladamente a llorar mirando afuera , lo que no tengo ganas de mirar adentro . Es que somos tan jodidos con nosotros mismos que cuando peor estamos , es cuando más nos castigamos . Porque todo eso que te comes , te come a ti . Te pone peor . Te suma al abandono , la culpa de hacer algo que sabés que no es genuino . Que no es lo que quieres . No comes así por hambre . No te intoxicas por placer . No te acuestas con esa mujer por amor . Tapas . Escondes . Tiras abajo de la alfombra . Cierras los ojos . Te pones un bozal y un par de auriculares para no escuchar tu corazón . Date cuenta . Te estás comiendo a ti . Y quizá , el secreto esté en frenar . En sentir . En recordar , que en ese abandono lo que te falta , es lo que tienes que buscar : amor . Quizá sea hora de pedir ese abrazo . De acostarte en las rodillas de tu mamá . De poner la cara y llamar diciendo , sí , te juro que te necesito . Es ahora . Después no . Ahora . Anda a esa casa . Habla con quién te escucha . Llora , grita , di , pide y da . ¡ Ahora ! Hacer malabares , en medio del desvorlote , no tiene más que un resultado . Resultado que no va a curar la herida que te sangra , porque le estás tapando con un curita . Y las curitas no curan . Las curitas tapan . Y tú sabes muy bien que el dolor tapado no es dolor sanado . Para un poquito . Mira en el espejo de tu alma . Frena . Mira lo que te falta y sal a buscarlo en dónde creas que lo puedas encontrar de verdad . No revolotees como mosca en platos vacíos . Pide lo que necesitas si ves que solo no puedes . Porque no hay peor abandono que el que se hace a uno mismo . Con eso no se juega . No tienes derecho . Autoría : Lorena Pronsky ACLARACIÓN : donde dice : desvorlote , corresponde : despelote ( caos , confusión , desorden ) . Perdón por no arreglarlo antes ."
0,"Hoy fue un día especial , fue una mañana fresca y soleada , bello comenzar de un domingo , fue especial porque estoy vivo para ver este hermoso día , fue especial por me quiero y te quiero , fue especial por qué mañana también será especial"
0,"¿ QUÉ ES LA SOLEDAD ? La palabra ' Sol-Edad ' significa : ' La Edad para estar con tu Sol interno ' . En esta vida son necesarias esas etapas de soledad , pues , nos permiten conectarnos con nosotros mismos , con nuestra multidimensionalidad , que te lleva a todas las dimensiones . Socialmente nos han inyectado miedo a estos procesos en la que andamos sin compañía , pensando que eso debe ser importante para llenarnos Sin embargo son momentos únicos y realmente hermosos de autodescubrimiento de tu COMPLETITUD ... para después , si es así el camino de tu alma , encontrarte con otra persona para compartir completitudes . Nunca te ha faltado nada , por que siempre has estado completo , solo debes redescubrirte y encontrar esa escencia tan dulce y sutil que te hace tan bello o bella ."
0,"Cuando ya no te inquiete lo que pase contigo . Cuando te quede claro que está vida es un juego . Cuando a aquel que te agravia no lo veas enemigo . Cuando ya no le busques distracciones al ego . Cuando por igual trates al triunfo y la derrota . Y entiendas que las cosas no son lo que aparentan . Cuando igualmente aprecies la flor que no se nota . Y los bellos jardines que a veces se presentan . Cuando mires al mundo lleno de compasión por aquellos hermanos que han elegido el drama . Pero a la vez comprendas , que al abrirse el telón , son solamente actores de una infinita trama . Cuando ya no te tomes ninguna cosa en serio . Cuando no te interese ni ser juez … ni ser parte . Cuando poses tus ojos de lleno en el misterio , y sientas que no hay nada que pueda lastimarte . Y ya no te preocupe abandonar tu traje con ese desapego del que a nada se aferra … celebrare tu vida , compañero de viaje … , bendito Ángel Humano caminando la Tierra . Luz en tu camino ."
0,"Buen día , hoy es un día especial . Hace un bello sol radiante aquí en Caracas , además estoy vivo y me amo , siento que la vida recorre mi cuerpo y hoy va a ser el mejor día de mi vida , gracias a Dios y a ustedes por estar ahí . Les deseo tengan un maravilloso día como el mío"
0,"Buenos días gente buena les deseo lo mejor para este dia"
